,COF ID,k_avg [W/(mK)],k_x [W/(mK)],k_y [W/(mK)],Density [g/cm³],Largest included sphere diameter [A],Void fraction [-],Surface area [m^2/g],Dangling Mass Ratio [-]
1907,linker111_CO_linker11_NH_sql_relaxed,0.47038390227255594,0.4761220927400474,0.4646457118050645,0.75116299,11.45846,0.607327,2582.75,0.27331914
1908,linker108_CO_linker53_NH_kgm_relaxed,0.7064929209669149,0.7055820828013197,0.70740375913251,0.7077053,17.69587,0.753663,4270.11,0.405215337
1909,linker105_N_linker67_CH_sql_relaxed,0.9616860123140001,0.9719074520625884,0.9514645725654116,1.0816495,10.33051,0.847052,6947.88,0.239890166
1910,linker97_CH_linker83_N_sql_relaxed,0.524437123493461,0.5370579534627549,0.5118162935241674,0.42790204,30.83819,0.913036,7502.68,0.04254215
1911,linker91_C_linker39_C_kgd-a_relaxed,0.9441024066419268,0.9859945558912708,0.9022102573925828,0.71208762,20.61587,0.905844,6780.5,0.017363892
1912,linker95_CO_linker70_NH_hcb_relaxed,0.4824011396356725,0.4912961935227486,0.4735060857485964,0.36585731,39.88785,0.930275,8065.01,0.230286641
1913,linker97_N_linker3_CH_kgm_relaxed,0.45854048089177923,0.462543848812818,0.4545371129707404,0.36222396,49.20473,0.926506,8191.91,0.158916275
1914,linker91_N_linker36_CH_tts-a_relaxed,0.509305823340153,0.4988388059516045,0.5197728407287014,0.57497536,35.67911,0.91415,7298.4,
1915,linker91_C_linker40_C_kgd-a_relaxed,0.8937508462929025,0.853093634795071,0.934408057790734,0.80274692,19.52331,0.90385,6263.98,
1916,linker94_CH_linker15_N_hcb_relaxed,0.4960758062236433,0.5104631038717841,0.4816885085755025,0.33134829,39.42621,0.939536,8973.35,0.083054125
1917,linker93_C_linker30_C_hnb_relaxed,0.5940067510376406,0.6036920461263019,0.5843214559489792,0.24726627,41.44419,0.932675,8414.3,0.044699816
1918,linker96_C_linker22_C_hnb_relaxed,0.6003078463526379,0.6126881651421274,0.5879275275631483,0.35641844,43.05462,0.93458,7646.99,0.151894935
1919,linker91_C_linker10_C_cem-a_relaxed,0.7839338559256714,0.7651929327512345,0.8026747791001085,0.98938158,14.57989,0.734368,3407.68,
1920,linker92_C_linker3_C_hna_relaxed,0.9664120503424802,0.9642573945663274,0.9685667061186332,0.70896935,12.80075,0.774491,6020.52,0.143203624
1921,linker99_C_linker62_C_kgm_relaxed,0.946541483787757,0.9356124228571908,0.9574705447183234,0.73064197,16.55212,0.8362,5706.07,0.168655359
1922,linker93_C_linker13_C_kgd-a_relaxed,0.6471113187826503,0.633632549427364,0.6605900881379366,0.44338099,22.89283,0.83451,6791.39,0.232191734
1923,linker92_C_linker62_C_ply_relaxed,1.4941279609666065,1.4761920325873152,1.5120638893458975,1.0424549,16.35446,0.837217,6374.13,
1924,linker93_C_linker34_C_hcb_relaxed,0.5924229198982203,0.5895380319539817,0.5953078078424588,0.43829951,25.69182,0.894843,6551.3,0.252969851
1925,linker91_C_linker7_C_hna_relaxed,1.2074691658521801,1.202013194126494,1.2129251375778662,0.88533008,10.89604,0.766635,6138.69,0.19326786
1926,linker92_C_linker71_C_tts-a_relaxed,0.9250685410053272,0.9219704197196372,0.9281666622910172,0.72108177,16.11516,0.791299,5630.46,0.274789131
1927,linker94_C_linker40_C_hnb_relaxed,0.7269466281812866,0.7305779841902276,0.7233152721723456,0.37277586,46.06542,0.939895,7030.5,0.137542476
1928,linker93_C_linker71_C_hcb_relaxed,0.6831151174444905,0.6870987890656005,0.6791314458233806,0.48466034,21.50157,0.862243,6284.37,0.187893841
1929,linker96_C_linker16_C_hnb_relaxed,0.5194714855483948,0.5159115095579003,0.5230314615388892,0.32084517,42.70176,0.933881,8289.25,0.119263395
1930,linker96_CO_linker89_NH_hcb_relaxed,0.6027923352896282,0.613027756161713,0.5925569144175433,0.36643407,39.01337,0.937928,7994.73,0.111325974
1931,linker92_C_linker36_C_hna_relaxed,0.8292748333772082,0.8421197175919962,0.8164299491624201,0.57500474,21.07617,0.85707,6058.81,0.141041464
1932,linker91_N_linker8_CH_fxt_relaxed,0.3861466293544552,0.395676803346266,0.3766164553626444,0.76933638,40.23577,0.889447,5826.99,
1933,linker96_CH_linker19_N_hca_relaxed,0.35613241082998803,0.3857355457337039,0.3265292759262721,0.23312398,80.22442,0.962999,9219.02,0.04420191
1934,linker103_C_linker81_C_sql_relaxed,2.3008220213441852,2.27596974373399,2.32567429895438,0.46102655,10.08834,0.797962,4896.87,0.264052801
1935,linker94_C_linker57_C_hca_relaxed,0.4360994251323968,0.4332343478699861,0.4389645023948075,0.35023723,50.41258,0.926724,7074.16,0.23715245
1936,linker111_CO_linker45_NH_sql_relaxed,0.33353833778876796,0.3359414920386115,0.3311351835389244,0.72513778,11.35257,0.638841,2740.88,0.244713779
1937,linker98_C_linker32_C_htb_relaxed,0.6313699072564625,0.6210526481509786,0.6416871663619463,0.45245136,36.63577,0.887387,7196.32,0.206505453
1938,linker91_CH_linker10_N_hcb_relaxed,0.6059615592688634,0.6166574539986371,0.5952656645390898,0.8989094,15.00199,0.870916,7136.38,0.346591988
1939,linker91_C_linker34_C_fss_relaxed,0.9619573785522004,0.9670796190774243,0.9568351380269766,0.92533066,17.79287,0.855089,6597.47,0.31970662
1940,linker97_C_linker51_C_sql_relaxed,0.7911684238768127,0.7909035200673823,0.7914333276862432,0.51499391,23.87218,0.880922,6584.26,0.271306754
1941,linker93_C_linker41_C_hcb_relaxed,0.6832074594077884,0.7049980262185875,0.6614168925969891,0.44343819,21.7565,0.885802,6469.1,0.190585736
1942,linker93_C_linker16_C_hcb_relaxed,0.6109774815656523,0.5989377507692742,0.6230172123620306,0.34031085,25.51474,0.89343,7929.64,
1943,linker97_NH_linker17_CH2_sql_relaxed,0.3682937253311297,0.3601605921523169,0.3764268585099425,0.36684784,31.00287,0.91217,7657.91,0.258101693
1944,linker100_C_linker38_C_kgm_relaxed,0.8126006032640739,0.8422538831973682,0.7829473233307797,0.70937327,23.56242,0.841846,5136.12,0.215998796
1945,linker96_CO_linker60_NH_hcb_relaxed,0.5568806961677291,0.5227603258990011,0.5910010664364569,0.46578262,31.07916,0.919458,7629.68,0.182003481
1946,linker92_C_linker88_C_hnb_relaxed,0.7143221794042975,0.7145285896988982,0.714115769109697,0.61935097,16.52058,0.816148,5978.7,0.238889471
1947,linker93_CH_linker13_N_hnb_relaxed,0.31671252712980197,0.3149338330329625,0.3184912212266414,0.34631197,40.64094,0.901555,7158.72,0.202924677
1948,linker92_C_linker38_C_fxt_relaxed,0.9933371559593712,0.9921545376049876,0.9945197743137548,0.61620722,39.77877,0.89678,6381.38,
1949,linker98_C_linker22_C_sql_relaxed,1.0223647228743387,1.0386991024915797,1.0060303432570974,0.53056311,21.31551,0.882901,6985.93,0.22262199
1950,linker98_CH_linker8_N_sql_relaxed,0.5392606049404132,0.5378369855298935,0.5406842243509328,0.59014115,21.47748,0.877844,6461.66,0.207697753
1951,linker101_C_linker28_C_kgm_relaxed,0.7872628420693963,0.7814881325483795,0.7930375515904132,0.55506275,22.58566,0.830116,6043.32,0.241765499
1952,linker96_C_linker85_C_kgd-a_relaxed,0.7041419821299275,0.6966387752551768,0.7116451890046783,0.53829957,25.50282,0.905985,7445.27,0.160684831
1953,linker92_N_linker5_CH_hnb_relaxed,0.3661473019742191,0.3683724257580371,0.363922178190401,0.56374026,26.52795,0.887008,7524.71,0.173424116
1954,linker91_C_linker71_C_hne_relaxed,1.1657957291671757,1.2228187844851732,1.1087726738491783,1.176162,9.94993,0.811534,5622.86,0.260149594
1955,linker105_CH_linker8_N_krr_relaxed,0.699265788073984,0.6788466670698878,0.7196849090780801,1.0296765,18.74042,0.841744,6126.18,0.36970694
1956,linker111_C_linker83_C_sql_relaxed,1.0296833305242612,0.9648687848228134,1.0944978762257092,0.85422227,8.96737,0.555291,2209.86,0.054691384
1957,linker105_N_linker82_CH_sql_relaxed,0.880122349687726,0.877090523326701,0.8831541760487509,0.92328188,12.18274,0.866324,7232.25,0.152570155
1958,linker98_N_linker41_CH_kgm_relaxed,0.5018247934553012,0.5149779420045684,0.488671644906034,0.47574476,37.31089,0.905903,6849.4,0.253675789
1959,linker105_N_linker57_CH_sql_relaxed,0.8516696101935591,0.8584891578917552,0.8448500624953631,1.1019608,10.10872,0.844198,6503.07,0.30204822
1960,linker97_N_linker78_CH_kgm_relaxed,0.44738952692204015,0.4486074555589965,0.4461715982850838,0.37443457,49.22659,0.92459,7825.62,0.157912403
1961,linker93_C_linker83_C_hca_relaxed,0.32253030754680456,0.3215407885491363,0.3235198265444728,0.30763713,44.29548,0.907102,6161.29,0.207616996
1962,linker92_C_linker7_C_fxt_relaxed,0.7796879307010669,0.7819888661371714,0.7773869952649622,0.54046391,25.9819,0.758035,5243.99,0.240608707
1963,linker92_N_linker27_CH_tts-a_relaxed,0.46972752406411034,0.4823786685610434,0.4570763795671772,0.5579948,36.31767,0.904134,6835.62,0.227049099
1964,linker97_CH2_linker52_NH_kgm_relaxed,0.42818974246820607,0.4398192634551108,0.4165602214813014,0.37999034,45.25423,0.908735,7315.26,0.248875284
1965,linker99_CO_linker39_NH_sql_relaxed,1.1467277152664246,1.1679476511162783,1.125507779416571,0.79546719,15.77398,0.89375,7285.29,0.120330491
1966,linker95_C_linker18_C_hcb_relaxed,0.33684030145118693,0.3378171129565539,0.3358634899458199,0.33467601,37.92615,0.924169,7798.24,0.268637205
1967,linker97_N_linker24_CH_kgm_relaxed,0.3778498228965334,0.3771218542245223,0.3785777915685445,0.33806946,53.86531,0.92912,7474.94,0.227790842
1968,linker107_C_linker81_C_kgm_relaxed,0.9048401582770957,0.8304879542195619,0.9791923623346296,0.7167981,16.87593,0.851731,5871.62,0.119247944
1969,linker105_N_linker36_CH_kgm_relaxed,0.6074210874598509,0.600886404028656,0.6139557708910458,0.69887048,27.60075,0.884683,7037.37,0.12186909
1970,linker95_N_linker25_CH_hcb_relaxed,0.3471258141577557,0.3462357693722882,0.3480158589432232,0.3186057,44.76622,0.948085,8733.65,0.20317506
1971,linker108_C_linker77_C_kgm_relaxed,0.9583448929764564,0.998307664827679,0.918382121125234,0.67869058,15.97733,0.806709,5261.17,0.099716023
1972,linker108_CH_linker8_N_kgm_relaxed,0.9683025120146559,0.967551747447744,0.9690532765815678,1.1323563,16.09257,0.858042,6176.91,0.311096782
1973,linker106_C_linker78_C_kgm_relaxed,0.7017880440810655,0.6751968102856081,0.7283792778765231,0.7415105,14.70572,0.739267,4620.86,
1974,linker93_C_linker27_C_hcb_relaxed,0.4625040517323492,0.4829911632054706,0.4420169402592279,0.43363358,26.95337,0.892962,6666.15,0.184438937
1975,linker99_CO_linker30_NH_sql_relaxed,1.348905975382393,1.3180251101033864,1.3797868406613998,0.72819559,16.48515,0.890659,7803.8,0.136645608
1976,linker93_C_linker68_C_kgd-a_relaxed,0.44978104188487056,0.4480218859168544,0.4515401978528867,0.41978699,22.54701,0.885832,6545.52,
1977,linker92_NH_linker50_CH2_hcb_relaxed,0.37614471062350124,0.3766043595073244,0.3756850617396781,0.71637686,15.72306,0.799669,6797.07,0.155050505
1978,linker104_C_linker88_C_kgm_relaxed,0.7592812529016058,0.755205897421466,0.7633566083817455,0.78511996,16.84598,0.774992,4398.19,0.330191836
1979,linker92_CO_linker40_NH_hcb_relaxed,0.7741451115810656,0.800350601659623,0.747939621502508,0.61690242,26.30322,0.910914,6342.75,0.209302731
1980,linker96_C_linker66_C_kgd-a_relaxed,0.8144773626913364,0.8627935242572543,0.7661612011254184,0.52102794,25.26526,0.909854,7629.1,0.126643094
1981,linker96_C_linker28_C_hnb_relaxed,0.5261619013541987,0.5136232973956681,0.5387005053127293,0.34575693,43.63414,0.935449,7740.63,0.151894935
1982,linker91_C_linker12_C_car_relaxed,2.179265962556031,2.459559450247007,1.8989724748650547,1.2155951,13.91449,0.793373,4783.65,0.354010001
1983,linker91_N_linker8_CH_hnb_relaxed,0.3682187920681423,0.3625892703966326,0.373848313739652,0.76377626,24.81751,0.876938,5754.34,
1984,linker93_C_linker31_C_hca_relaxed,0.2313773505000911,0.2298906495992712,0.232864051400911,0.21464577,58.2055,0.930063,7874.86,
1985,linker91_N_linker8_CH_hca_relaxed,0.2921804773480376,0.2882349362587441,0.2961260184373311,0.64512056,35.30866,0.910283,6384.78,
1986,linker95_C_linker28_C_hnb_relaxed,0.3930485721896617,0.4032126902861717,0.3828844540931517,0.27330739,54.64595,0.945963,8668.79,0.148769171
1987,linker99_C_linker7_C_kgm_relaxed,0.7860344979059153,0.7955895343480192,0.7764794614638114,0.6026151,16.97782,0.744437,4833.05,0.19588043
1988,linker92_N_linker7_CH_htb-a_relaxed,0.4549725543431208,0.4627038635038198,0.4472412451824217,0.59577662,43.62828,0.882357,7427.18,0.171190934
1989,linker94_N_linker25_CH_hca_relaxed,0.23502076540566705,0.2367940824698636,0.2332474483414705,0.27602515,77.20496,0.951889,7812.06,0.221566722
1990,linker97_C_linker45_C_sql_relaxed,1.1717640407416638,1.2394441912463312,1.1040838902369967,0.47931105,26.12546,0.898937,7120.14,0.131871809
1991,linker93_NH_linker65_CH2_hcb_relaxed,0.3360861005957375,0.3424001385093878,0.3297720626820872,0.39294992,23.866,0.897732,8941.5,0.190237898
1992,linker98_CH_linker94_N_bey_relaxed,0.7263330041993332,0.717475873333083,0.7351901350655835,0.55279906,20.59198,0.880921,7748.23,0.145544712
1993,linker101_CH_linker10_N_kgm_relaxed,0.5197874094563903,0.5158853538639315,0.5236894650488491,0.85339993,22.42883,0.840617,5381.99,
1994,linker91_C_linker83_C_hca_relaxed,0.3851296628159812,0.3888745307210538,0.3813847949109086,0.51080585,20.42003,0.872464,6010.26,0.289038131
1995,linker92_C_linker71_C_kgd-a_relaxed,0.8125927312453352,0.8182792991177429,0.8069061633729274,0.69716477,11.09176,0.79255,5689.41,0.274931496
1996,linker93_C_linker80_C_kgd-a_relaxed,0.4216057549511527,0.4303555293631057,0.4128559805391997,0.46370614,20.83417,0.8307,6123.19,0.263660716
1997,linker99_CO_linker64_NH_sql_relaxed,1.2669828839930535,1.2681975728174886,1.2657681951686182,1.0328537,10.61519,0.857179,7076.18,0.249054349
1998,linker93_NH_linker61_CH2_hcb_relaxed,0.29648892881401,0.2997797822117704,0.2931980754162496,0.33291938,27.73689,0.902363,9048.02,0.099591631
1999,linker95_CH_linker1_N_hcb_relaxed,0.5232691918236994,0.5060793189192471,0.5404590647281518,0.32560468,40.38573,0.946067,9746.33,
2000,linker93_C_linker85_C_kgd-a_relaxed,0.539805579637308,0.536885203812298,0.542725955462318,0.42949743,21.83443,0.872979,6490.28,0.183411405
2001,linker96_C_linker73_C_hca_relaxed,0.5364698769346989,0.528355626576122,0.544584127293276,0.42648298,50.69371,0.902775,6291.75,0.221876898
2002,linker95_NH_linker1_CH2_hcb_relaxed,0.31079882831285055,0.3327338491924743,0.2888638074332268,0.300333,41.03525,0.934835,9508.67,0.097160303
2003,linker107_C_linker66_C_kgm_relaxed,0.6517437417840601,0.6800965698944815,0.6233909136736389,0.73274269,15.78812,0.761703,4406.11,0.252672738
2004,linker99_C_linker23_C_kgm_relaxed,0.45353678796147406,0.4558193445569648,0.4512542313659833,0.605923,22.90781,0.806076,4377.82,
2005,linker92_N_linker9_CH_hcb_relaxed,0.5503704750982226,0.5554742479393796,0.5452667022570654,0.64990789,16.08597,0.881099,8774.25,0.173424116
2006,linker91_CH_linker27_N_hcb_relaxed,0.48531527778167827,0.485886117783084,0.4847444377802726,0.58434567,23.4332,0.901226,6881.16,0.173366857
2007,linker109_CO_linker18_NH_sql_relaxed,0.3896757297963369,0.356400333908425,0.4229511256842488,0.59829959,13.57753,0.718537,4437.37,0.327189584
2008,linker91_CO_linker2_NH_hcb_relaxed,0.9223505073639665,0.93700683793914,0.907694176788793,0.72942125,16.50724,0.891466,7511.31,0.234791449
2009,linker92_C_linker23_C_tts-a_relaxed,0.5347688531021073,0.5124705055898644,0.5570672006143501,0.60510875,22.89795,0.842282,6050.88,0.340601236
2010,linker92_C_linker76_C_fxt_relaxed,1.4636079315056278,1.4455006280388767,1.481715234972379,0.71165058,26.68405,0.867987,7163.58,0.031184782
2011,linker96_C_linker53_C_hcb_relaxed,1.1276292925333087,1.1369578231717057,1.1183007618949117,0.64577959,23.483,0.855145,5972.29,0.27975217
2012,linker92_C_linker78_C_tts-a_relaxed,1.369732307923317,1.3421746106441896,1.3972900052024444,1.0494144,16.5843,0.760756,5219.4,
2013,linker91_C_linker81_C_hca_relaxed,1.2451321629155194,1.270704793476352,1.2195595323546868,0.65420535,24.08391,0.912563,6724.85,0.015494582
2014,linker95_CO_linker6_NH_hcb_relaxed,0.3730029692425289,0.3612128559264165,0.3847930825586413,0.38151845,39.93145,0.932825,7640.77,0.280669886
2015,linker98_N_linker77_CH_kgm_relaxed,0.47793528783774236,0.4888322375643952,0.4670383381110895,0.45254077,37.14664,0.903741,7325.26,0.183023122
2016,linker91_C_linker79_C_tts-a_relaxed,1.0357209995190018,1.0231406831395955,1.048301315898408,0.9572417,13.74502,0.766287,6021.2,0.24728074
2017,linker93_CH2_linker15_NH_hcb_relaxed,0.2980582140925431,0.2962981229417095,0.2998183052433766,0.2849565,34.66289,0.915056,9232.28,0.096143257
2018,linker97_CO_linker20_NH_sql_relaxed,0.6111451623273392,0.614654164500745,0.6076361601539333,0.34408552,32.2309,0.919325,8108.62,0.18698031
2019,linker97_C_linker50_C_sql_relaxed,0.9660276994156161,1.016074685939814,0.915980712891418,0.49994441,24.62727,0.889884,6903.82,0.251039477
2020,linker91_C_linker25_C_hca_relaxed,0.3760757753503551,0.3718935960770911,0.380257954623619,0.43593485,36.7465,0.890068,5822.53,0.333274422
2021,linker91_C_linker11_C_hna_relaxed,0.9007707388501298,0.9061060950886448,0.8954353826116147,0.65982028,13.34963,0.746013,3420.48,0.340563461
2022,linker92_C_linker70_C_kgd-a_relaxed,0.8041154214377695,0.8077855648070318,0.8004452780685071,0.73764545,11.0922,0.69485,4348.71,0.340535428
2023,linker108_CO_linker2_NH_kgm_relaxed,1.1130684803691384,1.068433909245572,1.157703051492705,0.90676372,19.41101,0.861458,6200.29,0.206506273
2024,linker91_C_linker9_C_fxt_relaxed,0.653242378352449,0.6658432463077034,0.6406415103971947,0.59695182,26.54898,0.787476,5187.42,0.205431915
2025,linker92_NH_linker45_CH2_fxt_relaxed,0.31133017890482895,0.3180717382057139,0.304588619603944,0.56658048,38.9105,0.873401,6682.1,0.261873019
2026,linker94_C_linker7_C_hcb_relaxed,1.1486728624785594,1.1196271572432048,1.177718567713914,0.46476052,25.52244,0.890531,7666.72,0.1376139
2027,linker91_C_linker7_C_kgd-a_relaxed,0.7856828289265616,0.7641297571781022,0.807235900675021,0.66638525,11.63816,0.78197,6309.78,0.205431915
2028,linker91_C_linker59_C_tth-a_relaxed,0.7524767471601459,0.7542058672462509,0.7507476270740409,0.80795088,23.63889,0.851769,6234.99,
2029,linker91_C_linker64_C_tth-a_relaxed,0.6890438154250771,0.6958864897344001,0.682201141115754,0.85711519,23.70634,0.863981,5621.4,0.187877564
2030,linker92_C_linker27_C_hna_relaxed,0.587951511223126,0.5798174995028171,0.596085522943435,0.66857131,18.22658,0.853437,5990.49,0.335874377
2031,linker98_CH_linker72_N_kgm_relaxed,0.46723815109720934,0.4689601767182593,0.4655161254761594,0.53691579,36.42715,0.890749,6336.82,0.291525849
2032,linker109_C_linker52_C_sql_relaxed,1.3682231372115132,1.287362704058789,1.4490835703642375,0.94869827,8.02042,0.511854,1915.51,0.297627872
2033,linker98_CH_linker32_N_htb_relaxed,0.417387704461964,0.4164860618705718,0.4182893470533562,0.43365323,42.50115,0.906696,7721.65,
2034,linker108_CH_linker93_N_bex_relaxed,0.8771762656373496,0.8613131761863768,0.8930393550883224,0.66867446,14.04429,0.860137,7085.96,0.041849015
2035,linker97_CH2_linker66_NH_kgm_relaxed,0.41893643728130525,0.4186549670038829,0.4192179075587277,0.34961283,45.35156,0.914975,7941.58,0.172030013
2036,linker104_C_linker63_C_kgm_relaxed,0.630294271496594,0.6263136897176629,0.634274853275525,0.74266234,17.03938,0.764196,4503.4,
2037,linker97_C_linker54_C_sql_relaxed,1.0113734854846035,1.0179166817429777,1.0048302892262293,0.5234736,25.13368,0.890708,6345.03,0.242168155
2038,linker98_N_linker96_CH_mcm_relaxed,0.8017168451515699,0.8186809435960123,0.7847527467071275,0.60657797,17.54252,0.892479,7825.68,0.112360577
2039,linker93_C_linker29_C_hca_relaxed,0.214568111637008,0.2205402801743386,0.2085959430996774,0.28297314,59.78525,0.916133,6348.31,0.31138163
2040,linker94_N_linker27_CH_hnb_relaxed,0.3122563545698154,0.3211533779986861,0.3033593311409447,0.30782077,50.7858,0.94391,7776.2,0.156776265
2041,linker94_CH_linker37_N_hcb_relaxed,0.41130631279064156,0.4088025324691221,0.413810093112161,0.39287934,36.40336,0.93448,7680.34,0.217996598
2042,linker108_C_linker45_C_kgm_relaxed,1.7002403433625501,1.6868606630576486,1.7136200236674517,0.85233337,12.20439,0.73094,3555.92,0.260472331
2043,linker98_N_linker93_CH_bey_relaxed,0.6811309922578161,0.6198521502212698,0.7424098342943626,0.54672142,20.38763,0.870081,7444.84,0.213025495
2044,linker93_C_linker4_C_hca_relaxed,0.3589765986529515,0.3499329472906906,0.3680202500152125,0.29888583,45.43015,0.91047,6586.86,0.202006871
2045,linker91_C_linker39_C_hnb_relaxed,0.6925003739741404,0.6728490894552296,0.7121516584930513,0.62028057,26.79743,0.913684,6712.46,
2046,linker96_C_linker25_C_hcb_relaxed,0.6716546617964868,0.67358504990937,0.6697242736836037,0.46257225,30.58558,0.915602,7169.29,
2047,linker93_C_linker77_C_hnb_relaxed,0.44318444041893645,0.4597671903906548,0.4266016904472182,0.34404985,28.31549,0.894183,7675.1,
2048,linker92_C_linker85_C_hnb_relaxed,0.5203340510086851,0.5223217262990618,0.5183463757183085,0.57706785,15.49476,0.786119,5122.67,0.261710822
2049,linker91_C_linker20_C_hcb_relaxed,0.8386329322249151,0.8654420289577918,0.8118238354920385,0.56240224,16.18059,0.84778,7443.71,0.155489354
2050,linker96_C_linker59_C_hcb_relaxed,1.0253413305726233,0.993705903708501,1.0569767574367457,0.53942532,25.46936,0.905383,7894.62,0.081351048
2051,linker108_N_linker46_CH_kgm_relaxed,1.1441056518729427,1.1417798078260386,1.1464314959198467,1.0531044,18.69132,0.854381,5722.39,0.285599677
2052,linker92_C_linker58_C_ply_relaxed,2.322352948484955,2.325561407492289,2.319144489477621,0.91846978,16.30059,0.877087,6966.65,
2053,linker107_C_linker28_C_kgm_relaxed,0.6161758477275581,0.6022634837754158,0.6300882116797004,0.55263976,23.47589,0.835674,5901.17,0.247478228
2054,linker97_C_linker66_C_sql_relaxed,0.9752161652244907,0.9870847157078022,0.9633476147411792,0.46331264,25.95646,0.897063,7384.33,0.179002786
2055,linker100_C_linker83_C_kgm_relaxed,0.6368995472209961,0.6200573058620921,0.6537417885799001,0.65348344,15.77751,0.794111,4757.49,
2056,linker97_C_linker17_C_kgm_relaxed,0.4534963179736595,0.455919090856503,0.451073545090816,0.36173308,45.80462,0.909276,7261.17,0.279042017
2057,linker91_N_linker10_CH_hne_relaxed,0.48203061997213337,0.4690011988555451,0.4950600410887216,0.85928953,21.54642,0.862107,5953.28,
2058,linker98_N_linker12_CH_htb_relaxed,0.5299174144270796,0.5533784078171101,0.5064564210370491,0.53170284,37.39039,0.887201,6593.04,0.271052059
2059,linker96_C_linker71_C_hca_relaxed,0.44398953379607964,0.4264286981120203,0.461550369480139,0.38258556,50.05305,0.928589,7350.85,0.163233753
2060,linker95_CH_linker41_N_hcb_relaxed,0.4657417988691458,0.4492351624840313,0.4822484352542603,0.34551129,40.07498,0.945427,8963.36,0.124786156
2061,linker91_C_linker89_C_fss_relaxed,1.0909963582411146,1.071222127521416,1.110770588960813,0.73724087,20.00421,0.888135,7683.79,0.043774699
2062,linker105_N_linker25_CH_kgm_relaxed,0.49039393906404327,0.4973089858726593,0.4834788922554272,0.71260175,26.12331,0.863096,6569.62,0.307481198
2063,linker92_CO_linker83_NH_hcb_relaxed,0.7166784183745412,0.7036056037486866,0.7297512330003957,0.8218523,16.97213,0.871321,6629.33,0.313079238
2064,linker107_N_linker33_CH_kgm_relaxed,0.5176950142638312,0.5154240238528457,0.5199660046748169,0.69054964,27.35167,0.863975,6679.17,0.154555443
2065,linker92_CO_linker83_NH_fxt_relaxed,0.6231683150975966,0.6219043674107314,0.6244322627844618,0.70357331,39.8873,0.881755,5900.94,
2066,linker97_NH_linker24_CH2_kgm_relaxed,0.32755866433583347,0.3284427958927464,0.3266745327789205,0.32194126,51.52551,0.92427,7694.94,0.226475537
2067,linker96_C_linker81_C_hnb_relaxed,1.1470369421715245,1.0780282399487158,1.2160456443943333,0.43715455,34.38479,0.934815,8158.97,0.035705936
2068,linker98_C_linker91_C_bey_relaxed,1.185527404209989,1.0826467449634702,1.2884080634565078,0.77104626,15.25823,0.846348,6127.05,0.172191129
2069,linker108_N_linker22_CH_sql_relaxed,0.9385142919174182,0.9744049200836202,0.9026236637512162,0.78550132,14.45017,0.884846,7333.67,0.158675234
2070,linker91_C_linker31_C_ply_relaxed,0.8846426949406303,0.8943411840253822,0.8749442058558785,0.72354133,23.94513,0.86365,7589.15,0.143264335
2071,linker106_C_linker70_C_kgm_relaxed,0.6212101552509744,0.6335257426470056,0.6088945678549433,0.72939082,14.9765,0.666981,3332.81,0.389382844
2072,linker92_CH_linker13_N_hcb_relaxed,0.6391056240628938,0.6220468076292762,0.6561644404965116,0.72195838,16.22855,0.853994,8520.39,0.268965475
2073,linker93_C_linker48_C_hcb_relaxed,0.9098214773373783,0.9246251080138532,0.8950178466609034,0.5087563,20.91696,0.845356,5492.89,0.290146732
2074,linker95_C_linker64_C_hnb_relaxed,0.45048105696467877,0.4512144790246472,0.4497476349047104,0.33059574,44.03246,0.939114,8830.22,0.122464042
2075,linker107_C_linker68_C_kgm_relaxed,0.6477238112160151,0.6665928598810907,0.6288547625509395,0.75726099,15.98824,0.799737,3929.16,0.305156303
2076,linker108_N_linker10_CH_sql_relaxed,1.0408751952467132,1.038255720438093,1.0434946700553336,1.1330376,11.1082,0.840393,6069.0,0.310302704
2077,linker92_C_linker77_C_hcb_relaxed,2.038939791494988,2.0097583211407595,2.068121261849216,0.86542123,10.57706,0.842721,6933.3,0.127032027
2078,linker91_C_linker38_C_hnc_relaxed,1.3384745405170406,1.304470779070587,1.3724783019634943,0.88973986,16.5571,0.893324,6794.52,0.144636136
2079,linker94_C_linker32_C_hnb_relaxed,0.554249103648274,0.5771810109157455,0.5313171963808023,0.34921226,43.52644,0.936066,8055.21,0.119438594
2080,linker94_N_linker9_CH_hcb_relaxed,0.518893364029571,0.513361624571493,0.524425103487649,0.40098545,32.67557,0.920057,8511.03,0.122571159
2081,linker93_C_linker24_C_hcb_relaxed,0.5603990128448841,0.5728855784806769,0.5479124472090915,0.38352739,27.23206,0.890219,6465.89,
2082,linker92_N_linker35_CH_tts-a_relaxed,0.6965233780365301,0.6594125750845351,0.7336341809885251,0.52330166,36.72994,0.922165,7681.55,0.091487133
2083,linker99_N_linker68_CH_sql_relaxed,1.0868335757276215,1.0655436560506102,1.1081234954046326,1.0181383,11.17292,0.860747,7119.1,0.19092207
2084,linker107_N_linker64_CH_sql_relaxed,1.069591989708891,1.032302749128865,1.106881230288917,1.0190785,11.40369,0.856472,6790.81,0.19248325
2085,linker108_CO_linker48_NH_sql_relaxed,1.175202526660677,1.167237733857346,1.1831673194640075,1.0624147,10.65386,0.776636,4577.78,0.350294707
2086,linker95_N_linker31_CH_hcb_relaxed,0.40789917540616016,0.4157148143686914,0.4000835364436289,0.29066705,47.25988,0.949184,9222.25,0.082495415
